,author,author_href,description,number_of_user_opinions,number_of_user_ratings,number_of_discussions,Kategoria,Format,Cykl,Tytuł oryginału,Wydawnictwo,Data wydania,Data 1. wyd. pol.,Data 1. wydania,Liczba stron,Czas czytania,Język,ISBN,Tłumacz,Ekranizacje,number_of_people_read,number_of_people_has,number_of_people_favorite,number_of_people_wants_to_read,number_of_people_wants_as_gift,number_of_people_currently_read,tags,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,url,Inne,author1,author_href1,Seria,author2,author_href2,author3,author_href3,author4,author_href4,author5,author_href5,author6,author_href6,author7,author_href7,author8,author_href8,author9,author_href9,author10,author_href10,author11,author_href11,author12,author_href12,author13,author_href13,author14,author_href14,author15,author_href15,author16,author_href16,author17,author_href17,author18,author_href18,bestseller,description_length,is_top_author
19,Andrzej Sapkowski,https://lubimyczytac.pl/autor/3291/andrzej-sapkowski," Wiedźmiński kodeks stawia tę sprawę w sposób jednoznaczny: wiedźminowi smoka zabijać się nie godzi.To gatunek zagrożony wymarciem. Aczkolwiek w powszechnej opinii to gad najbardziej wredny. Na oszluzgi, widłogony i latawce kodeks polować przyzwala.Ale na smoki – nie.Wiedźmin Geralt przyłącza się jednak do zorganizowanej przez króla Niedamira wyprawy na smoka, który skrył się w jaskiniach Gór Pustulskich. Na swej drodze spotyka trubadura Jaskra oraz – jakżeby inaczej – czarodziejkę Yennefer. Wśród zaproszonych przez króla co sławniejszych smokobójców jest Eyck z Denesle, rycerz bez skazy i zmazy, Rębacze z Cinfrid i szóstka krasnoludów pod komendą Yarpena Zigrina. Motywacje są różne, ale cel jeden.Smok nie ma szans. ",1458,41243,0,7,2,4718,,superNOWA,2014-11-01,1992-01-01,2008-01-01,400.0,6  godz. 40 min.,polski,9788375780642,,,57125,10469,4111.0,5674,578.0,755.0,Wiedźmin&Geralt&magia&potwory&literatura polska,8369,11650,12625,6418,1652,365,90,53,13,8,https://lubimyczytac.pl/ksiazka/240312/miecz-przeznaczenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,726,1
20,George R.R. Martin,https://lubimyczytac.pl/autor/19287/george-r-r-martin," W Zachodnich Krainach o ośmiu tysiącach lat zapisanej historii widmo wojen i katastrofy nieustannie wisi nad ludźmi. Zbliża się zima, lodowate wichry wieją z północy, gdzie schroniły się wyparte przez ludzi pradawne rasy i starzy bogowie.Zbuntowani władcy na szczęście pokonali szalonego Smoczego Króla, Aerysa Targaryena, zasiadającego na Żelaznym Tronie Zachodnich Krain, lecz obalony władca pozostawił po sobie potomstwo, równie szalone jak on sam. Tron objął Robert - najznamienitszy z buntowników. Minęły już lata pokoju i oto możnowładcy zaczynają grę o tron... ",2629,39658,0,7,2,3237,Game of Thrones,Zysk i S-ka,2024-04-23,1998-01-01,2005-08-01,844.0,14  godz. 4 min.,polski,9788383351902,Paweł Kruk,,52852,13701,5240.0,16190,824.0,2238.0,fantazy&amerykańska fantazy&Westeros&zachodnie krainy&żelazny tron&walka o władzę,9227,11620,10751,5483,1712,487,162,131,47,38,https://lubimyczytac.pl/ksiazka/5114422/gra-o-tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,569,0
21,Andrzej Sapkowski,https://lubimyczytac.pl/autor/3291/andrzej-sapkowski," Andrzej Sapkowski, arcymistrz światowej fantasy, zaprasza do swojego Neverlandu i przedstawia uwielbianą przez czytelników i wychwalaną przez krytykę wiedźmińską sagę!Świat Ciri i wiedźmina ogarniają płomienie.Nastał zapowiadany przez Ithlinne czas miecza i topora.Czas pogardy.A w czasach pogardy na powierzchnię wypełzają Szczury.Szczury atakujące po szczurzemu,cicho, zdradziecko i okrutnie.Szczury uwielbiające dobrą zabawę i zabijanie.Maruderzy z rozbitych armii, zabłąkane dzieciaki,wyrzutki, dziwna zbieranina stworzona przez wojnęi na wojennym nieszczęściu żerująca.Ludzie, którzy wszystko przeżyli, wszystko utracili,którym śmierć już niestraszna.Solidarni w biedzie i nieszczęściu,dla obcych mający zaś tylko to,czego sami od pogrążającego się w chaosie świata zaznali.Pogardę. ",1115,39671,0,7,2,4720,,superNOWA,2014-10-28,1995-01-01,2009-06-01,368.0,6  godz. 8 min.,polski,9788375780666,,,55541,10084,3895.0,6415,589.0,517.0,wiedźmin&Geralt&magia&potwory&literatura polska,6934,10339,12114,7548,1971,569,105,63,11,17,https://lubimyczytac.pl/ksiazka/240513/czas-pogardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,789,1
22,E. L. James,https://lubimyczytac.pl/autor/65774/e-l-james," Kiedy studentka literatury Anastasia Steele przychodzi, by przeprowadzić wywiad z Christianem Greyem, spotyka mężczyznę pięknego, błyskotliwego i onieśmielającego. Naiwna i niewinna Ana z przerażeniem uświadamia sobie, że pragnie tego mężczyzny. Pomimo zagadkowego dystansu, Ana odkrywa, że rozpaczliwie chce się do niego zbliżyć. Nie potrafiąc oprzeć się delikatnej urodzie Any, jej inteligencji i niespokojnemu duchowi, Grey przyznaje, że także jej pragnie… aczkolwiek na własnych warunkach. Zaszokowana, choć podekscytowana osobliwym gustem erotycznym Greya, Ana się waha. Pomimo jego autentycznych sukcesów- międzynarodowych interesów, ogromnego bogactwa i kochającej rodziny – Greya dręczą demony oraz nieposkromiona potrzeba sprawowania kontroli. Kiedy para rozpoczyna fizycznie śmiały i namiętny romans, Ana odkrywa tajemnice Christiana Greya i zgłębia swoje własne mroczne żądze. ",4421,37312,1,24,2,3262,Fifty Shades of Grey,Sonia Draga,2015-01-14,2012-09-05,2011-01-01,608.0,10  godz. 8 min.,polski,9788379991655,Monika Wyrwas-Wiśniewska,Pięćdziesiąt twarzy Greya (2015),51113,8937,2247.0,4208,442.0,675.0,pożądanie&namiętność&BDSM,4077,1942,3753,5121,6360,4842,3135,3145,2258,2679,https://lubimyczytac.pl/ksiazka/242780/piecdziesiat-twarzy-greya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,889,0
23,Stephenie Meyer,https://lubimyczytac.pl/autor/14755/stephenie-meyer," Edward wciąż jest dla Belli najważniejszy. Są parą, ale związek z wampirem napotyka wiele przeciwności.W tych trudnych dla Belli chwilach pojawia się Jacob, przyjaciel z dzieciństwa. Serce dziewczyny jest coraz bardziej rozdarte między miłością do Edwarda a przyjaźnią z Jacobem.Powyższy opis pochodzi od wydawcy. ",1691,36587,0,43,2,4998,New Moon,Time4ya,2024-02-28,2007-01-01,2006-09-06,480.0,8  godz. 0 min.,polski,,Joanna Urban,,54994,13561,2094.0,2324,240.0,167.0,,2844,2636,3314,6748,7365,5974,2609,2754,1015,1328,https://lubimyczytac.pl/ksiazka/5104648/ksiezyc-w-nowiu-wydanie-specjalne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,315,0
24,Andrzej Sapkowski,https://lubimyczytac.pl/autor/3291/andrzej-sapkowski," Andrzej Sapkowski, arcymistrz światowej fantasy, zaprasza do swojego Neverlandu i przedstawia uwielbianą przez czytelników i wychwalaną przez krytykę wiedźmińską sagę!Oto Geraltowa kompania:JASKIER, trubadur w kapelusiku z piórkiem egreta.Studiował siedem sztuk wyzwolonych,słynny po wszystkich dworach i zamtuzach.„Kłamliwa łajza” i „zachrypnięty bażant”to najłagodniejsze z określeń, jakim obdarzają go porzucone kochanki.CAHIR, czarny rycerz z koszmarów Ciri.Poszukiwany przez najlepszych szpiegów Cesarstwa Nilfgaardczyk,który dowodzi, że Nilfgaardczykiem wcale nie jest.MILVA, trafiająca z dwustu kroków łuczniczka.Pyskata i do słów nieparlamentarnych skora.REGIS, cyrulik intelektualista.Nosi się staroświecko i pachnie ziołowo-korzennie.Osobnik jakby nie z tej bajki.Piątka krasnoludów oraz sprytny gnom zwiadowca. ",1061,37091,0,7,2,4721,,superNOWA,2014-10-28,1996-01-01,2009-11-01,382.0,6  godz. 22 min.,polski,9788375780673,,,51919,9495,3949.0,6794,587.0,439.0,Wiedźmin&Geralt&magia&potwory&literatura polska,7217,10410,11002,6241,1576,495,71,59,9,11,https://lubimyczytac.pl/ksiazka/240524/chrzest-ognia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,823,1
25,Bolesław Prus,https://lubimyczytac.pl/autor/19097/boleslaw-prus," Największe polskie dzieło sztuki powieściowej.Kupiec galanteryjny Stanisław Wokulski dzięki majątkowi zdobytemu na wojnie rosyjsko-tureckiej wkrada się w łaski warszawskiej arystokracji. Ale to nie próżność pcha go na salony, a obezwładniająca miłość do zubożałej arystokratki Izabeli Łęckiej. Od kiedy po raz pierwszy ujrzał ją w teatrze, wszystkie jego działania podporządkowane są jednemu celowi: zdobyciu serca ukochanej i pozyskaniu względów jej ojca.Czy Lalka to zatem powieść o miłości i pieniądzach? „Oczywiście – przekonuje autor wstępu Ryszard Koziołek. – Tyle że to pułapka szczwanego pisarskiego lisa, który doskonale wie, że ludzie zawsze będą śledzili historie o tym, czego im najbardziej brakuje. To tylko przynęta; autor tak naprawdę próbuje skłonić czytelnika do zainteresowania się innymi sprawami, daleko ważniejszymi niż romansowo-ekonomiczne perypetie bohaterów”.Wielowątkowa, pełna tajemnic powieść Prusa od ponad stu trzydziestu lat fascynuje kolejne pokolenia Polaków, którzy mimo upływu czasu przeglądają się w niej niczym w soczewce – zarówno jako społeczeństwo, jak i jednostki targane namiętnościami i ambicjami. ",2077,36294,0,18,2,4572,,Marginesy,2024-12-04,1949-01-01,,800.0,13  godz. 20 min.,polski,9788367262750,,Lalka (1968),53649,8111,2237.0,4175,145.0,872.0,Bolesław Prus&Lalka&klasyka&Wokulski&Łęcka&matura&literatura polska&pozytywizm,3585,4868,6703,10100,5437,2932,1036,1053,235,345,https://lubimyczytac.pl/ksiazka/5165406/lalka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1142,0
26,Suzanne Collins,https://lubimyczytac.pl/autor/6087/suzanne-collins," Głodowe Igrzyska wbrew przewidywaniom wygrywa szesnastoletnia Katniss. Wraz z niﾹ po raz pierwszy w dziejach Kapitolu wygrywa je tak﾿e drugi trybut - Peeta Mellark, z którym Katniss stanowiła na arenie parę. Po powrocie do Dwunastego Dystryktu sprawy się komplikują - postawa Katniss podczas igrzysk bardzo nie spodobała się władzom. Komplikuje się także jej życie osobiste - Katniss niełatwo się teraz rozeznać we własnych uczuciach. Polubiła Peetę, ale przecie﾿ jest jeszcze Gale - bliski przyjaciel. Tymczasem jednak Katniss i Peeta muszą wziąć udział w odbywającym się po każdych igrzyskach Turnee Zwycięzców i odwiedzić wszystkie dystrykty. Ta podróż uświadamia im, że są ludzie skłonni zbuntować się przeciwko okrucieństwu władzy. ""W pierścieniu ognia"" to drugi po ""Igrzyskach śmierci"" tom trylogii, w którym Suzanne Collins opisuje losy Katniss Everdeen - dziewczyny, która nieoczekiwanie staje się symbolem i zarzewiem buntu. ",2195,36225,0,23,2,1515,Catching Fire,Media Rodzina,2009-11-12,2009-01-01,2009-01-01,359.0,5  godz. 59 min.,polski,9788372783950,"Małgorzata Hesko-Kołodzińska, Piotr Budkiewicz",Igrzyska śmierci: W pierścieniu ognia (2013),50467,12450,6227.0,6229,554.0,367.0,,7300,7005,9935,7473,3179,875,271,129,35,23,https://lubimyczytac.pl/ksiazka/47513/w-pierscieniu-ognia,,,,Kolekcja 70 lat Empik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,935,0
27,Paula Hawkins,https://lubimyczytac.pl/autor/109087/paula-hawkins," Rachel każdego ranka dojeżdża do pracy tym samym pociągiem. Wie, że pociąg zawsze zatrzymuje się przed tym samym semaforem, dokładnie naprzeciwko szeregu domów.Zaczyna się jej nawet wydawać, że zna ludzi, którzy mieszkają w jednym z nich. Uważa, że prowadzą doskonałe życie. Gdyby tylko mogła być tak szczęśliwa jak oni.I nagle widzi coś wstrząsającego. Widzi tylko przez chwilę, bo pociąg rusza, ale to wystarcza.Wszystko się zmienia. Rachel ma teraz okazję stać się częścią życia ludzi, których widywała jedynie z daleka. Teraz się przekonają, że jest kimś więcej niż tylko dziewczyną z pociągu.NAJSZYBCIEJ SPRZEDAJĄCY SIĘ DEBIUT DLA DOROSŁYCH W HISTORII BRYTYJSKIEGO RYNKU.CO 6 SEKUND KTOŚ W STANACH ZJEDNOCZONYCH KUPUJE TĘ KSIĄŻKĘ.MILIONY EGZEMPLARZY SPRZEDANYCH NA CAŁYM ŚWIECIE.POWIEŚĆ UKAŻE SIĘ W 44 KRAJACH. ",4465,36887,0,20,2,4572,The Girl on the Train,Świat Książki,2016-09-14,2015-01-01,2015-01-13,328.0,5  godz. 28 min.,polski,9788380316904,Jan Kraśko,Dziewczyna z pociągu (2016),46699,9894,687.0,9018,373.0,699.0,alkoholizm&debiut literacki&dziewczyna&groza&literatura angielska&niebezpieczeństwo&oszustwo&poszukiwanie prawdy&prawda&strach&tajemnica&thriller,1464,2176,5837,9907,9137,4757,1764,1191,429,225,https://lubimyczytac.pl/ksiazka/3766803/dziewczyna-z-pociagu,#0 Top 100 1 nagroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,817,0
28,George Orwell,https://lubimyczytac.pl/autor/10474/george-orwell," Odrzucana przez znanych brytyjskich wydawców, również z przyczyn politycznych (wcześniej jej maszynopis omal nie został zniszczony w Londynie w eksplozji niemieckiej latającej bomby V-1),alegoryczna bajka Folwark zwierzęcy ukazała się w Anglii 17 sierpnia 1945 r. w nakładzie 4500 egzemplarzy. Od tamtej pory wydrukowano ich na świecie dziesiątki milionów, a brytyjski Book Marketing Council zaliczył Folwark zwierzęcy do dwunastu najznakomitszych dzieł czasów współczesnych. Pochodząca zeń fraza „równi i równiejsi” weszła do powszechnego obiegu. Genialne dzieło Orwella można przy tym odczytywać na wielu płaszczyznach: pozornie jest to satyra na rewolucję październikową i fundamentalny konflikt Stalina z Trockim, zarazem można je rozumieć jako mroczną, metaforyczną opowieść o ludzkiej niedoskonałości i niezmiennych prawach historii. Światek tytułowego folwarku to nie tylko świat za „żelazną kurtyną”, który w tej części Europy poznaliśmy na własnej skórze, lecz i symbolicznie ujęty epizod z dziejów ludzkości… ",2102,35283,1,18,2,4572,Animal farm,Bellona,2024-11-27,1947-01-01,1951-01-01,124.0,2  godz. 4 min.,polski,9788311174412,Anna Nowosielska,Folwark zwierzęcy (1954),48505,6094,1779.0,11174,295.0,370.0,Array,4238,8271,10633,8150,2374,1072,231,202,54,58,https://lubimyczytac.pl/ksiazka/5131226/folwark-zwierzecy,#0 Top 100 1 nagroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1020,0
29,Lucy Maud Montgomery,https://lubimyczytac.pl/autor/6136/lucy-maud-montgomery," Gdy Maryla i Mateusz Cuthbertowie decydują się przygarnąć chłopca z sierocińca, nie mają pojęcia, że od tej pory ich życie wypełnią niespodzianki.Na Zielone Wzgórze w Avonlea przybywa nie chłopiec, lecz jedenastoletnia rudowłosa dziewczynka. Ania to osóbka o nieprzeciętnym temperamencie i wyobraźni, która potrafi płatać figle i czynić cuda, obdarzona niezwykłą zdolnością patrzenia na świat. Jej obecność wywróci życie mieszkańców Avonlea do góry nogami i na zawsze odmieni Zielone Wzgórze. ",2683,34801,0,23,2,152,Anne of Green Gables,Ringier Axel Springer Polska,2019-08-27,1912-01-01,1908-01-01,415.0,6  godz. 55 min.,polski,9788380917743,Agnieszka Kuc,Ania z Zielonego Wzgórza (1989),53234,11172,3515.0,3416,,274.0,,4642,5382,7228,9342,3845,2411,722,752,171,306,https://lubimyczytac.pl/ksiazka/4898544/ania-z-zielonego-wzgorza,,,,Kolekcja Ani z Zielonego Wzgórza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,494,1
30,Stephenie Meyer,https://lubimyczytac.pl/autor/14755/stephenie-meyer," Ostatni tom sagi „Zmierzch” odkrywa sekrety niezwykłej miłości Belli i Edwarda. Ich losy porwały miliony czytelników. Odkąd Bella zakochała się w wampirze, jej życie przypomina sen, który jednak często zamienia się w koszmar. Rozdarta pomiędzy Edwardem a Jacobem musi podjąć ostateczną decyzję: czy stać się częścią świata nieśmiertelnych, czy pozostać człowiekiem?Czwarty tom bestsellerowej sagi w ekskluzywnym wydaniu!Czym zakończy się rok oczekiwania, marzeń, rozterek, lęków Belli? Czy rozdarta między uczuciami do wampira i wilkołaka nastolatka zdoła któregoś z nich wybrać? Czy zdecyduje się na mroczną, ale pociągająca egzystencję nieśmiertelnego wampira, czy też zwalczy miłość do Edwarda i zdecyduje się pozostać zwykłym człowiekiem? Czy ten romans skończy się ślubem? I jakie będą jego konsekwencje?Powyższy opis pochodzi od wydawcy. ",1672,34429,0,43,2,5001,Breaking Dawn,Time4ya,2024-09-25,2009-01-01,2008-08-04,720.0,12  godz. 0 min.,polski,9788327167880,,,52090,13117,2320.0,2941,277.0,236.0,,3316,3130,3626,6743,6493,4711,2068,2236,864,1242,https://lubimyczytac.pl/ksiazka/5134953/przed-switem-wydanie-specjalne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,845,0
31,J.R.R. Tolkien,https://lubimyczytac.pl/autor/3216/j-r-r-tolkien," W zamierzchłych czasach kowale elfów wykuli Pierścienie Mocy. Lecz Mroczny Władca, stworzył w tajemnicy Jedyny Pierścień, napełniając go swą potęgą, aby rządził pozostałymi. Ale Pierścień zniknął i przepadł gdzieś w Śródziemiu.Minęło wiele wieków, zanim się odnalazł i trafi ł w ręce hobbita, którego przeznaczeniem stała się wędrówka do Krainy Cienia, by zniszczyć Jedyny Pierścień... ",1368,34044,0,7,2,4873,The Lord of the Rings: The Fellowship of the Ring,Amber,2012-10-30,1981-01-01,1954-01-01,448.0,7  godz. 28 min.,polski,9788324144242,"Cezary Frąc, Maria Gębicka-Frąc, Tadeusz Olszański",,47978,11608,4559.0,7879,373.0,680.0,,9294,9513,6855,5450,1636,822,189,187,32,66,https://lubimyczytac.pl/ksiazka/159957/druzyna-pierscienia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,387,0
32,Suzanne Collins,https://lubimyczytac.pl/autor/6087/suzanne-collins," Katniss Everdeen wraz z matką i siostrą mieszka w Trzynastce - legendarnym podziemnym dystrykcie, który wbrew kłamliwej propagandzie Kapitolu przetrwał, a co więcej, szykuje się do rozprawy z dyktatorską władzą.Katniss mimo początkowej niechęci, wykończona psychicznie i fizycznie ciężkimi przeżyciami na arenie, zgadza się zostać Kosogłosem - symbolem oporu przeciw kapitolińskiemu tyranowi. ",2527,33841,0,23,2,1516,Mockingjay,Media Rodzina,2010-11-10,2010-01-01,2010-01-01,376.0,6  godz. 16 min.,polski,9788372784919,"Małgorzata Hesko-Kołodzińska, Piotr Budkiewicz",Igrzyska śmierci: Kosogłos (2014),47078,12006,5715.0,6663,541.0,442.0,,6509,5683,8420,7238,3877,1301,439,248,89,37,https://lubimyczytac.pl/ksiazka/55229/kosoglos,,,,Kolekcja 70 lat Empik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,394,0
33,Stieg Larsson,https://lubimyczytac.pl/autor/19023/stieg-larsson," W kolejnej, po ""Mężczyznach, którzy nienawidzą kobiet"", części trylogii Millennium główną bohaterką jest Lisbeth Salander. Seria dramatycznych wypadków wywołuje u Lisbeth wspomnienia mrocznej przeszłości, z którą raz na zawsze postanawia się rozprawić.Dwoje dziennikarzy, Dag i Mia, docierają do niezwykłych informacji na temat rozległej siatki przemycającej z Europy Wschodniej do Szwecji ludzi wykorzystywanych w branży seksualnej. Wiele zamieszanych w to osób piastuje odpowiedzialne funkcje w społeczeństwie. ",1979,34292,0,20,2,2591,Flickan som lekte med elden,Czarna Owca,2009-05-11,2009-05-11,2008-01-01,704.0,11  godz. 44 min.,polski,9788375540901,Paulina Rosińska,,44926,9793,3355.0,9569,327.0,578.0,literatura szwedzka&Salander&Blomkvist,5728,8276,10833,6574,1906,654,146,125,29,21,https://lubimyczytac.pl/ksiazka/30588/dziewczyna-ktora-igrala-z-ogniem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,514,0
34,Stephenie Meyer,https://lubimyczytac.pl/autor/14755/stephenie-meyer," Trzecia część bestsellerowego cyklu ""Zmierzch"" w wydaniu luksusowym.Kiedy media zaczynają donosić o serii tajemniczych morderstw w Seattle, a do lasów wokół Forks powraca żądna zemsty wampirzyca, Bella uświadamia sobie, że znowu grozi jej śmiertelne niebezpieczeństwo. W dodatku, wiedząc, że jej decyzja może doprowadzić do odnowienia odwiecznego konfliktu pomiędzy wampirami a wilkołakami, zmuszona jest wybierać pomiędzy miłością Edwarda a przyjaźnią Jacoba. Zbliża się też zakończenie roku szkolnego, a więc termin przemiany - co Bella ma wybrać: życie czy śmierć?Powyższy opis pochodzi od wydawcy. ",1306,33649,0,43,2,4999,,Time4ya,2024-06-19,2008-01-01,2009-01-01,,,polski,,Joanna Urban,,51110,12650,2074.0,2422,242.0,153.0,,2780,2765,3301,6756,6890,4993,2076,2260,776,1052,https://lubimyczytac.pl/ksiazka/5120118/zacmienie-wydanie-specjalne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,603,0
